rank,player,average,year
94.0,Greg Chalmers,287.3,2004
94.0,Matt Kuchar,287.3,2004
94.0,Frank Lickliter II,287.3,2004
97.0,Joe Durant,287.2,2004
97.0,Tom Lehman,287.2,2004
97.0,Tim Petrovic,287.2,2004
100.0,Steve Elkington,287.1,2004
101.0,Danny Ellis,286.7,2004
101.0,John Rollins,286.7,2004
,Tour Average,286.5,2004
103.0,John Huston,286.4,2004
103.0,Kent Jones,286.4,2004
105.0,Kevin Sutherland,286.3,2004
106.0,Tripp Isenhour,286.2,2004
107.0,Glen Day,286.1,2004
107.0,Lee Janzen,286.1,2004
109.0,Tom Pernice Jr.,286.0,2004
110.0,Notah Begay III,285.8,2004
110.0,David Branshaw,285.8,2004
110.0,Alex Cejka,285.8,2004
113.0,Matt Gogel,285.6,2004
113.0,Dudley Hart,285.6,2004
113.0,Zach Johnson,285.6,2004
116.0,Duffy Waldorf,285.4,2004
117.0,David Toms,285.3,2004
118.0,Billy Mayfair,285.2,2004
119.0,Paul Azinger,285.1,2004
120.0,K.J. Choi,285.0,2004
120.0,John Riegger,285.0,2004
122.0,Mark Hensby,284.6,2004
122.0,Arron Oberholser,284.6,2004
124.0,Ken Duke,284.3,2004
125.0,Danny Briggs,283.8,2004
125.0,Ben Crane,283.8,2004
125.0,David Gossett,283.8,2004
128.0,Billy Andrade,283.5,2004
128.0,Todd Hamilton,283.5,2004
128.0,Steve Pate,283.5,2004
131.0,Richard Johnson,283.4,2004
131.0,Cliff Kresge,283.4,2004
131.0,Rocco Mediate,283.4,2004
134.0,Justin Leonard,282.9,2004
135.0,Stephen Leaney,282.3,2004
136.0,Bernhard Langer,282.2,2004
136.0,Dean Wilson,282.2,2004
138.0,Bart Bryant,282.1,2004
138.0,Ben Curtis,282.1,2004
138.0,Mike Weir,282.1,2004
138.0,Mark Wilson,282.1,2004
142.0,Olin Browne,281.9,2004
142.0,Dan Forsman,281.9,2004
144.0,Steve Stricker,281.8,2004
145.0,Spike McRoy,281.5,2004
146.0,Skip Kendall,281.3,2004
146.0,David Peoples,281.3,2004
148.0,Jeff Maggert,281.2,2004
149.0,Guy Boros,281.1,2004
150.0,Hidemichi Tanaka,281.0,2004
151.0,Blaine McCallister,280.9,2004
152.0,J.P. Hayes,280.7,2004
153.0,Dicky Pride,280.5,2004
154.0,Scott Hoch,280.4,2004
155.0,Russ Cochran,280.3,2004
156.0,Gene Sauers,280.2,2004
157.0,Todd Fischer,280.1,2004
157.0,Shigeki Maruyama,280.1,2004
157.0,Kevin Na,280.1,2004
157.0,Heath Slocum,280.1,2004
161.0,Steve Flesch,279.9,2004
162.0,Luke Donald,279.8,2004
163.0,Brian Gay,279.7,2004
163.0,Hirofumi Miyase,279.7,2004
165.0,Jeff Sluman,279.6,2004
166.0,José Coceres,279.4,2004
167.0,Kirk Triplett,279.1,2004
168.0,Tim Clark,278.8,2004
169.0,Scott Simpson,278.7,2004
170.0,Bob Estes,278.2,2004
170.0,Bob Tway,278.2,2004
172.0,Jerry Kelly,278.1,2004
173.0,Len Mattiace,278.0,2004
173.0,Scott Verplank,278.0,2004
175.0,José María Olazábal,277.7,2004
176.0,Chris DiMarco,277.3,2004
176.0,Chris Riley,277.3,2004
178.0,Robert Damron,277.2,2004
179.0,Craig Parry,276.9,2004
180.0,Bob Burns,276.1,2004
181.0,Pat Bates,275.5,2004
182.0,Esteban Toledo,275.2,2004
183.0,Jay Haas,274.5,2004
184.0,Mark Brooks,273.8,2004
185.0,Brad Faxon,273.7,2004
186.0,David Frost,273.6,2004
187.0,Mark O'Meara,272.9,2004
188.0,David Morland IV,272.8,2004
188.0,Nick Price,272.8,2004
190.0,Tom Byrum,272.6,2004
191.0,Omar Uresti,272.2,2004
192.0,Fred Funk,271.9,2004
193.0,Craig Bowden,270.8,2004
194.0,John Cook,270.2,2004
195.0,Loren Roberts,269.1,2004
196.0,Corey Pavin,268.2,2004
1.0,Scott Hend,318.9,2005
2.0,Tiger Woods,316.1,2005
3.0,Brett Wetterich,311.7,2005
4.0,Scott Gutschewski,310.5,2005
5.0,John Daly,310.1,2005
6.0,Brenden Pappas,309.4,2005
7.0,Hank Kuehne,307.7,2005
8.0,Davis Love III,305.4,2005
9.0,Kenny Perry,304.7,2005
10.0,Sergio Garcia,303.5,2005
11.0,Brandt Jobe,302.3,2005
12.0,Lucas Glover,302.2,2005
13.0,John Elliott,301.7,2005
14.0,Brendan Jones,301.5,2005
15.0,Mathias Grönberg,301.4,2005
16.0,Vijay Singh,301.1,2005
17.0,Harrison Frazar,301.0,2005
18.0,Chris Smith,300.8,2005
19.0,Stuart Appleby,300.6,2005
20.0,Jason Allred,300.2,2005
20.0,Will MacKenzie,300.2,2005
20.0,Tag Ridings,300.2,2005
23.0,Sean O'Hair,300.1,2005
23.0,Adam Scott,300.1,2005
23.0,Kevin Stadler,300.1,2005
26.0,Phil Mickelson,300.0,2005
27.0,Charles Warren,299.2,2005
28.0,Nick Watney,298.9,2005
29.0,Michael Long,298.3,2005
30.0,Dennis Paulson,298.2,2005
31.0,Geoff Ogilvy,298.0,2005
32.0,Steve Allan,297.8,2005
33.0,Robert Allenby,297.7,2005
34.0,J.J. Henry,297.6,2005
35.0,Daniel Chopra,297.3,2005
36.0,Rory Sabbatini,297.2,2005
37.0,Jonathan Byrd,297.0,2005
38.0,Lee Westwood,296.8,2005
39.0,Fred Couples,296.4,2005
40.0,Rod Pampling,295.9,2005
41.0,D.J. Trahan,295.8,2005
42.0,D.J. Brigman,295.5,2005
42.0,James Driscoll,295.5,2005
44.0,Retief Goosen,295.4,2005
45.0,David Hearn,295.2,2005
45.0,Ted Purdy,295.2,2005
47.0,Ryan Palmer,295.0,2005
48.0,Carlos Franco,294.7,2005
49.0,John Rollins,294.4,2005
50.0,Arjun Atwal,294.2,2005
51.0,Justin Rose,294.1,2005
52.0,Chad Campbell,294.0,2005
52.0,Dan Forsman,294.0,2005
54.0,Padraig Harrington,293.9,2005
55.0,Hunter Mahan,293.8,2005
56.0,Charles Howell III,293.6,2005
56.0,John Huston,293.6,2005
58.0,Neal Lancaster,293.4,2005
59.0,Brett Quigley,293.3,2005
59.0,Bo Van Pelt,293.3,2005
61.0,Ben Crane,293.1,2005
62.0,Jason Bohn,292.9,2005
63.0,Marco Dawson,292.4,2005
64.0,Jesper Parnevik,292.2,2005
65.0,Michael Allen,292.1,2005
65.0,Tim Herron,292.1,2005
67.0,Roland Thatcher,292.0,2005
68.0,Pat Perez,291.8,2005
68.0,Joey Snyder III,291.8,2005
70.0,Carl Pettersson,291.7,2005
71.0,Bob Heintz,291.5,2005
71.0,J.L. Lewis,291.5,2005
71.0,Greg Owen,291.5,2005
74.0,Aaron Baddeley,291.4,2005
75.0,Bradley Hughes,291.3,2005
76.0,Brian Bateman,291.1,2005
77.0,Steve Lowery,291.0,2005
77.0,Scott McCarron,291.0,2005
77.0,John Senden,291.0,2005
80.0,Jonathan Kaye,290.7,2005
80.0,Tom Pernice Jr.,290.7,2005
82.0,D.A. Points,290.5,2005
83.0,Mark Hensby,290.4,2005
84.0,Vaughn Taylor,290.3,2005
85.0,Ryuji Imada,290.1,2005
86.0,Zach Johnson,290.0,2005
87.0,Andrew Magee,289.9,2005
88.0,Craig Barlow,289.6,2005
88.0,Hunter Haas,289.6,2005
90.0,Freddie Jacobson,289.5,2005
91.0,Mark Calcavecchia,289.3,2005
92.0,Joe Durant,289.2,2005
93.0,Woody Austin,289.1,2005
93.0,Bernhard Langer,289.1,2005
93.0,Peter Lonard,289.1,2005
96.0,Justin Bolli,289.0,2005
96.0,Patrick Sheehan,289.0,2005
98.0,K.J. Choi,288.8,2005
98.0,Shigeki Maruyama,288.8,2005
100.0,Briny Baird,288.7,2005
,Tour Average,288.4,2005
101.0,Shaun Micheel,288.4,2005
102.0,Kent Jones,288.3,2005
103.0,Frank Lickliter II,288.2,2005
103.0,Billy Mayfair,288.2,2005
103.0,José María Olazábal,288.2,2005
106.0,Rich Beem,288.0,2005
107.0,David Toms,287.8,2005
108.0,Rocco Mediate,287.7,2005
108.0,Kevin Sutherland,287.7,2005
110.0,Todd Hamilton,287.2,2005
110.0,Thomas Levet,287.2,2005
112.0,Tommy Armour III,287.1,2005
113.0,Joey Sindelar,286.9,2005
114.0,Jeff Brehaut,286.6,2005
114.0,Alex Cejka,286.6,2005
114.0,Bob Tway,286.6,2005
117.0,Richard Johnson,286.3,2005
118.0,Glen Day,286.1,2005
118.0,Tim Petrovic,286.1,2005
120.0,Cameron Beckman,286.0,2005
121.0,Tom Lehman,285.9,2005
122.0,Stephen Ames,285.8,2005
122.0,Craig Perks,285.8,2005
122.0,Mario Tiziani,285.8,2005
125.0,Lee Janzen,285.7,2005
126.0,Stewart Cink,285.5,2005
127.0,Dudley Hart,285.4,2005
128.0,Justin Leonard,285.2,2005
129.0,Steve Stricker,285.1,2005
129.0,Charlie Wi,285.1,2005
131.0,Joe Ogilvie,284.9,2005
132.0,Ian Poulter,284.8,2005
133.0,Paul Azinger,284.6,2005
133.0,Tom Gillis,284.6,2005
135.0,Luke Donald,284.5,2005
135.0,Jeff Maggert,284.5,2005
135.0,Hideto Tanihara,284.5,2005
138.0,Steve Flesch,284.2,2005
139.0,Bill Glasson,284.0,2005
140.0,Tim Clark,283.8,2005
140.0,Tjaart van der Walt,283.8,2005
142.0,Bob Estes,283.6,2005
142.0,Phillip Price,283.6,2005
142.0,Darron Stiles,283.6,2005
145.0,Steve Elkington,283.5,2005
145.0,Arron Oberholser,283.5,2005
147.0,Bart Bryant,283.2,2005
148.0,Glen Hnatiuk,283.1,2005
149.0,Duffy Waldorf,283.0,2005
150.0,Hidemichi Tanaka,282.2,2005
151.0,Billy Andrade,282.0,2005
152.0,Dean Wilson,281.9,2005
153.0,Paul Claxton,281.7,2005
153.0,J.P. Hayes,281.7,2005
155.0,Brian Davis,281.5,2005
155.0,Jerry Kelly,281.5,2005
155.0,Jay Williamson,281.5,2005
158.0,Mike Weir,281.3,2005
159.0,Franklin Langham,281.2,2005
159.0,Heath Slocum,281.2,2005
159.0,Scott Verplank,281.2,2005
162.0,Robert Gamez,281.1,2005
162.0,Brent Geiberger,281.1,2005
164.0,Chris DiMarco,281.0,2005
165.0,Matt Davidson,280.9,2005
166.0,Rob Rashell,280.7,2005
167.0,Steve Jones,280.5,2005
167.0,Kevin Na,280.5,2005
169.0,Matt Gogel,280.3,2005
170.0,Ben Curtis,280.0,2005
170.0,Jim Furyk,280.0,2005
170.0,Matt Kuchar,280.0,2005
173.0,Olin Browne,278.9,2005
174.0,Mark Wilson,278.6,2005
175.0,Doug Barron,278.4,2005
176.0,Jeff Sluman,278.3,2005
177.0,Chris Anderson,278.1,2005
178.0,Paul Gow,278.0,2005
178.0,Len Mattiace,278.0,2005
178.0,Chris Riley,278.0,2005
181.0,Robert Damron,277.5,2005
182.0,Stephen Leaney,277.4,2005
183.0,Mark O'Meara,277.1,2005
184.0,José Coceres,276.4,2005
185.0,Danny Briggs,276.1,2005
185.0,Jim Carter,276.1,2005
187.0,Todd Fischer,276.0,2005
187.0,Jay Haas,276.0,2005
187.0,Skip Kendall,276.0,2005
187.0,Kirk Triplett,276.0,2005
191.0,Omar Uresti,275.8,2005
192.0,Larry Mize,275.7,2005
193.0,Brian Gay,275.4,2005
194.0,Brad Faxon,274.7,2005
195.0,Tom Byrum,274.3,2005
196.0,John Cook,272.6,2005
197.0,Fred Funk,270.0,2005
197.0,Loren Roberts,270.0,2005
199.0,Mark Brooks,269.1,2005
200.0,Gavin Coles,267.7,2005
201.0,Jeff Hart,265.7,2005
202.0,Corey Pavin,258.7,2005
1.0,Bubba Watson,319.6,2006
2.0,J.B. Holmes,318.8,2006
3.0,Robert Garrigus,309.8,2006
4.0,Brett Wetterich,307.8,2006
5.0,John Daly,307.1,2006
6.0,Tiger Woods,306.4,2006
7.0,Ryan Hietala,305.9,2006
8.0,Tag Ridings,305.3,2006
9.0,Harrison Frazar,304.6,2006
10.0,Charley Hoffman,304.4,2006
11.0,Scott Gutschewski,303.3,2006
12.0,Alex Aragon,302.6,2006
13.0,Camilo Villegas,302.1,2006
14.0,Davis Love III,301.9,2006
15.0,Fred Couples,301.5,2006
16.0,Adam Scott,301.1,2006
17.0,Phil Mickelson,300.7,2006
18.0,Nick Watney,300.6,2006
19.0,Matt Hansen,300.5,2006
20.0,Charles Warren,300.1,2006
21.0,Chris Couch,299.7,2006
22.0,Jason Gore,299.6,2006
23.0,Lucas Glover,299.4,2006
24.0,Chris Smith,299.2,2006
24.0,Roger Tambellini,299.2,2006
26.0,Jeff Overton,299.1,2006
27.0,Bubba Dickerson,298.8,2006
28.0,Troy Matteson,298.7,2006
29.0,Daniel Chopra,298.5,2006
30.0,Kris Cox,298.4,2006
30.0,Pat Perez,298.4,2006
32.0,Jon Mills,298.2,2006
33.0,Jonathan Byrd,298.1,2006
34.0,Retief Goosen,297.6,2006
35.0,David Duval,297.4,2006
35.0,Bo Van Pelt,297.4,2006
37.0,Brandt Jobe,297.2,2006
38.0,Jimmy Walker,296.9,2006
39.0,Henrik Bjornstad,296.8,2006
40.0,Brian Bateman,296.7,2006
40.0,Bill Haas,296.7,2006
40.0,Will MacKenzie,296.7,2006
43.0,James Driscoll,296.4,2006
44.0,John Senden,296.2,2006
45.0,Mathew Goggin,296.0,2006
46.0,J.J. Henry,295.9,2006
47.0,Ryan Palmer,295.8,2006
48.0,Rich Beem,295.6,2006
48.0,Nicholas Thompson,295.6,2006
50.0,John Rollins,295.5,2006
51.0,Charles Howell III,295.4,2006
51.0,Paul Stankowski,295.4,2006
53.0,Geoff Ogilvy,295.3,2006
54.0,Ernie Els,295.1,2006
54.0,Mathias Grönberg,295.1,2006
54.0,Greg Owen,295.1,2006
57.0,Hunter Mahan,295.0,2006
58.0,Trevor Immelman,294.9,2006
59.0,Tim Herron,294.8,2006
60.0,Padraig Harrington,294.7,2006
61.0,Eric Axley,294.6,2006
61.0,Jonathan Kaye,294.6,2006
63.0,Craig Barlow,294.1,2006
64.0,Robert Allenby,293.9,2006
65.0,Vijay Singh,293.7,2006
66.0,Danny Ellis,293.6,2006
67.0,Kevin Sutherland,293.5,2006
68.0,Carlos Franco,293.4,2006
69.0,Kenny Perry,293.1,2006
69.0,Jason Schultz,293.1,2006
71.0,Sergio Garcia,292.7,2006
71.0,Bob May,292.7,2006
71.0,Sean O'Hair,292.7,2006
74.0,Ryan Moore,292.2,2006
75.0,Stewart Cink,292.0,2006
75.0,John Huston,292.0,2006
77.0,Marco Dawson,291.9,2006
77.0,Ian Leggatt,291.9,2006
79.0,Michael Allen,291.8,2006
80.0,"Wes Short, Jr.",291.6,2006
81.0,D.J. Trahan,291.5,2006
82.0,Justin Rose,291.4,2006
83.0,Chad Campbell,290.9,2006
84.0,Freddie Jacobson,290.7,2006
85.0,Len Mattiace,290.6,2006
86.0,Jesper Parnevik,290.5,2006
87.0,Rory Sabbatini,290.4,2006
88.0,Stephen Ames,289.8,2006
88.0,Jeff Gove,289.8,2006
90.0,Stuart Appleby,289.7,2006
91.0,Brett Quigley,289.6,2006
92.0,D.A. Points,289.4,2006
93.0,Joe Durant,289.1,2006
93.0,David Howell,289.1,2006
95.0,Jason Bohn,289.0,2006
,Tour Average,288.9,2006
96.0,Alex Cejka,288.8,2006
97.0,Shaun Micheel,288.4,2006
98.0,Aaron Baddeley,288.3,2006
99.0,Rod Pampling,288.2,2006
100.0,Ian Poulter,287.9,2006
101.0,Ted Purdy,287.8,2006
102.0,Arjun Atwal,287.7,2006
102.0,Woody Austin,287.7,2006
102.0,David Branshaw,287.7,2006
105.0,Patrick Sheehan,287.5,2006
106.0,"John Engler, Jr.",287.4,2006
107.0,Joe Ogilvie,287.3,2006
108.0,J.P. Hayes,287.2,2006
108.0,José María Olazábal,287.2,2006
110.0,Kent Jones,287.1,2006
110.0,Steve Lowery,287.1,2006
112.0,K.J. Choi,287.0,2006
113.0,Brent Geiberger,286.9,2006
113.0,Thomas Levet,286.9,2006
115.0,Brian Davis,286.6,2006
115.0,Tom Lehman,286.6,2006
115.0,Carl Pettersson,286.6,2006
115.0,Vaughn Taylor,286.6,2006
115.0,Duffy Waldorf,286.6,2006
120.0,Greg Chalmers,286.4,2006
120.0,Bob Estes,286.4,2006
122.0,Dudley Hart,286.3,2006
122.0,Shigeki Maruyama,286.3,2006
124.0,Steve Flesch,286.2,2006
125.0,Jeff Brehaut,286.1,2006
125.0,Frank Lickliter II,286.1,2006
127.0,Paul Azinger,285.8,2006
127.0,Ben Crane,285.8,2006
127.0,Steve Elkington,285.8,2006
127.0,Bernhard Langer,285.8,2006
127.0,Vance Veazey,285.8,2006
132.0,Billy Andrade,285.6,2006
133.0,David Toms,285.4,2006
134.0,Steve Stricker,285.3,2006
135.0,Briny Baird,285.1,2006
136.0,Arron Oberholser,285.0,2006
137.0,Ryuji Imada,284.9,2006
138.0,Mike Sposa,284.8,2006
139.0,Daisuke Maruyama,284.5,2006
139.0,Chris Riley,284.5,2006
139.0,Bob Tway,284.5,2006
142.0,David McKenzie,284.4,2006
143.0,Joey Sindelar,284.2,2006
144.0,Tom Pernice Jr.,283.9,2006
145.0,Luke Donald,283.7,2006
145.0,Zach Johnson,283.7,2006
147.0,Todd Hamilton,283.6,2006
148.0,Richard Johnson,283.4,2006
149.0,Dean Wilson,282.9,2006
150.0,Lee Janzen,282.7,2006
150.0,Tjaart van der Walt,282.7,2006
152.0,Tommy Armour III,282.4,2006
152.0,Mark Calcavecchia,282.4,2006
154.0,Justin Leonard,282.3,2006
154.0,Billy Mayfair,282.3,2006
156.0,Bart Bryant,282.2,2006
157.0,Nathan Green,282.0,2006
157.0,Mark Wilson,282.0,2006
159.0,Michael Connell,281.9,2006
159.0,Jim Furyk,281.9,2006
161.0,Ron Whittaker,281.8,2006
162.0,Robert Damron,281.7,2006
162.0,Hidemichi Tanaka,281.7,2006
164.0,Jeff Maggert,281.5,2006
165.0,Skip Kendall,281.2,2006
165.0,Heath Slocum,281.2,2006
165.0,Mike Weir,281.2,2006
168.0,Tim Petrovic,281.0,2006
168.0,Kirk Triplett,281.0,2006
170.0,Peter Lonard,280.6,2006
171.0,Omar Uresti,280.5,2006
172.0,Jeff Sluman,279.8,2006
173.0,J.L. Lewis,279.6,2006
174.0,Robert Gamez,279.5,2006
175.0,Chris DiMarco,279.3,2006
176.0,Shane Bertsch,279.1,2006
177.0,Ben Curtis,278.8,2006
178.0,Larry Mize,278.3,2006
179.0,Jerry Kelly,278.1,2006
180.0,Jerry Smith,277.9,2006
181.0,Steve Jones,277.1,2006
182.0,John Cook,277.0,2006
183.0,Tim Clark,276.7,2006
184.0,Olin Browne,276.6,2006
185.0,Stephen Leaney,276.4,2006
186.0,Scott Verplank,276.1,2006
187.0,Greg Kraft,275.8,2006
188.0,Doug Barron,275.5,2006
189.0,Brian Gay,274.8,2006
190.0,Todd Fischer,274.6,2006
191.0,Mark O'Meara,274.4,2006
192.0,Mark Brooks,274.3,2006
192.0,Paul Goydos,274.3,2006
194.0,Fred Funk,272.8,2006
195.0,Brad Faxon,270.3,2006
196.0,Corey Pavin,265.9,2006
1.0,Bubba Watson,315.2,2007
2.0,John Daly,312.9,2007
3.0,J.B. Holmes,312.6,2007
4.0,Robert Garrigus,310.5,2007
5.0,Scott Gutschewski,306.1,2007
6.0,Tag Ridings,303.9,2007
7.0,Brett Wetterich,303.3,2007
8.0,Jason Gore,303.0,2007
9.0,Harrison Frazar,302.8,2007
9.0,Charles Warren,302.8,2007
11.0,Bill Haas,302.7,2007
12.0,Steve Allan,302.4,2007
12.0,Anthony Kim,302.4,2007
12.0,Tiger Woods,302.4,2007
15.0,Matt Hendrix,301.7,2007
16.0,Mathias Grönberg,301.5,2007
17.0,Nick Watney,301.4,2007
18.0,Adam Scott,300.9,2007
19.0,Charley Hoffman,299.9,2007
20.0,Chris Couch,299.8,2007
20.0,Charles Howell III,299.8,2007
22.0,Robert Allenby,299.6,2007
22.0,Kenny Perry,299.6,2007
24.0,Jeff Overton,299.3,2007
25.0,Bubba Dickerson,298.9,2007
26.0,Mathew Goggin,298.7,2007
27.0,Camilo Villegas,298.3,2007
28.0,George McNeill,298.2,2007
29.0,Steve Marino,298.1,2007
29.0,Phil Mickelson,298.1,2007
31.0,Ernie Els,297.9,2007
32.0,Daniel Chopra,297.6,2007
33.0,John Merrick,297.1,2007
34.0,Davis Love III,296.8,2007
34.0,Sean O'Hair,296.8,2007
36.0,Hunter Mahan,296.7,2007
37.0,Troy Matteson,296.6,2007
37.0,Pat Perez,296.6,2007
37.0,Boo Weekley,296.6,2007
40.0,Greg Owen,296.5,2007
41.0,Kyle Reifers,296.3,2007
41.0,Henrik Stenson,296.3,2007
43.0,Jason Schultz,295.7,2007
43.0,Paul Stankowski,295.7,2007
45.0,Craig Barlow,295.5,2007
46.0,Lucas Glover,295.4,2007
47.0,Geoff Ogilvy,295.3,2007
48.0,D.J. Trahan,295.1,2007
49.0,Ryan Palmer,294.9,2007
50.0,Andrew Buckle,294.7,2007
50.0,Stewart Cink,294.7,2007
50.0,Bo Van Pelt,294.7,2007
53.0,Michael Putnam,294.5,2007
54.0,J.J. Henry,294.4,2007
55.0,Sergio Garcia,294.2,2007
55.0,John Senden,294.2,2007
57.0,Ted Purdy,294.1,2007
58.0,Brendon de Jonge,293.8,2007
58.0,Vijay Singh,293.8,2007
60.0,Padraig Harrington,293.2,2007
61.0,Michael Allen,293.0,2007
62.0,Retief Goosen,292.9,2007
62.0,Kevin Stadler,292.9,2007
62.0,Chris Tidland,292.9,2007
65.0,Jarrod Lyle,292.6,2007
66.0,Briny Baird,292.1,2007
67.0,Jonathan Byrd,292.0,2007
67.0,Steve Lowery,292.0,2007
69.0,Aaron Baddeley,291.9,2007
69.0,Cameron Beckman,291.9,2007
69.0,J.P. Hayes,291.9,2007
72.0,Brian Bateman,291.6,2007
72.0,Jay Williamson,291.6,2007
74.0,Will MacKenzie,291.4,2007
75.0,Kevin Sutherland,291.3,2007
76.0,Jeff Brehaut,291.2,2007
76.0,Bryce Molder,291.2,2007
78.0,Michael Sim,291.1,2007
79.0,Rich Beem,291.0,2007
80.0,Stuart Appleby,290.9,2007
80.0,Peter Lonard,290.9,2007
82.0,Ryan Moore,290.7,2007
82.0,Brett Quigley,290.7,2007
84.0,Jeff Gove,290.5,2007
85.0,John Rollins,290.4,2007
86.0,Mark Calcavecchia,290.2,2007
87.0,Chris Stroud,290.0,2007
88.0,Rory Sabbatini,289.9,2007
89.0,Marco Dawson,289.8,2007
90.0,Jason Dufner,289.7,2007
91.0,Joe Ogilvie,289.5,2007
92.0,Mike Weir,289.3,2007
93.0,David Branshaw,289.2,2007
94.0,D.J. Brigman,288.9,2007
94.0,Alex Cejka,288.9,2007
96.0,Todd Hamilton,288.7,2007
96.0,Justin Rose,288.7,2007
,Tour Average,288.6,2007
98.0,Daisuke Maruyama,288.6,2007
99.0,Parker McLachlin,288.5,2007
99.0,Jesper Parnevik,288.5,2007
99.0,Carl Pettersson,288.5,2007
99.0,Jim Rutledge,288.5,2007
103.0,Ken Duke,288.4,2007
103.0,Tom Johnson,288.4,2007
105.0,Lee Janzen,288.0,2007
106.0,Eric Axley,287.8,2007
107.0,Steve Flesch,287.5,2007
107.0,Duffy Waldorf,287.5,2007
109.0,Kevin Na,287.4,2007
110.0,Tim Herron,287.3,2007
111.0,Jason Bohn,287.1,2007
111.0,Tripp Isenhour,287.1,2007
111.0,Kent Jones,287.1,2007
111.0,Joey Sindelar,287.1,2007
115.0,Chad Campbell,287.0,2007
115.0,Mark Hensby,287.0,2007
117.0,Billy Mayfair,286.8,2007
118.0,Trevor Immelman,286.6,2007
119.0,Rod Pampling,286.4,2007
119.0,Tim Petrovic,286.4,2007
121.0,Billy Andrade,286.2,2007
122.0,Woody Austin,286.1,2007
122.0,Steve Wheatcroft,286.1,2007
124.0,Rich Barcelo,286.0,2007
124.0,Charlie Wi,286.0,2007
126.0,Tommy Armour III,285.7,2007
127.0,Cliff Kresge,285.6,2007
127.0,Brandt Snedeker,285.6,2007
129.0,Arron Oberholser,285.5,2007
129.0,Johnson Wagner,285.5,2007
131.0,Jaco Van Zyl,285.3,2007
131.0,Mark Wilson,285.3,2007
133.0,Bob Heintz,285.2,2007
134.0,Darron Stiles,284.8,2007
135.0,Ryan Armour,284.7,2007
135.0,Freddie Jacobson,284.7,2007
137.0,Tom Lehman,284.6,2007
138.0,Shaun Micheel,284.4,2007
139.0,Joe Durant,284.3,2007
139.0,Nathan Green,284.3,2007
139.0,Bob Tway,284.3,2007
142.0,Frank Lickliter II,284.2,2007
142.0,Jeff Maggert,284.2,2007
144.0,K.J. Choi,284.1,2007
145.0,Craig Lile,283.9,2007
146.0,Steve Stricker,283.7,2007
147.0,Vaughn Taylor,283.6,2007
148.0,Justin Leonard,282.7,2007
149.0,Bob Estes,282.6,2007
149.0,Ryuji Imada,282.6,2007
151.0,Ian Poulter,282.5,2007
151.0,David Toms,282.5,2007
153.0,Chris DiMarco,282.4,2007
154.0,Stephen Ames,282.2,2007
155.0,Jeff Quinney,281.5,2007
156.0,Tom Byrum,281.4,2007
156.0,Tom Pernice Jr.,281.4,2007
156.0,Dicky Pride,281.4,2007
159.0,Robert Gamez,281.2,2007
160.0,Bart Bryant,281.1,2007
160.0,Richard Johnson,281.1,2007
162.0,Jerry Kelly,281.0,2007
163.0,John Mallinger,280.9,2007
164.0,Glen Day,280.7,2007
164.0,Steve Elkington,280.7,2007
164.0,Anders Hansen,280.7,2007
167.0,Chris Riley,280.6,2007
168.0,Jeff Sluman,280.5,2007
169.0,Zach Johnson,280.4,2007
170.0,Paul Gow,280.1,2007
171.0,Jim Furyk,279.7,2007
172.0,Brian Davis,279.6,2007
172.0,Heath Slocum,279.6,2007
172.0,Scott Verplank,279.6,2007
175.0,Nick O'Hern,279.3,2007
176.0,Michael Boyd,278.7,2007
177.0,Luke Donald,278.4,2007
178.0,Tim Clark,278.1,2007
178.0,Rocco Mediate,278.1,2007
180.0,Shigeki Maruyama,277.7,2007
181.0,Kirk Triplett,277.5,2007
182.0,Stephen Leaney,277.4,2007
183.0,Craig Kanada,277.2,2007
183.0,Dean Wilson,277.2,2007
185.0,Ben Curtis,277.1,2007
185.0,Matt Kuchar,277.1,2007
187.0,Doug LaBelle II,276.6,2007
188.0,José María Olazábal,276.0,2007
189.0,Mark Brooks,275.2,2007
190.0,Craig Bowden,273.1,2007
191.0,José Coceres,273.0,2007
192.0,Paul Goydos,272.4,2007
193.0,Fred Funk,271.8,2007
194.0,Brian Gay,270.0,2007
195.0,Gavin Coles,268.3,2007
196.0,Corey Pavin,265.3,2007
1.0,Bubba Watson,315.1,2008
2.0,Robert Garrigus,311.0,2008
3.0,J.B. Holmes,310.3,2008
4.0,Dustin Johnson,309.7,2008
5.0,Steve Allan,303.2,2008
6.0,Tag Ridings,303.0,2008
7.0,Nick Watney,302.9,2008
8.0,Adam Scott,302.1,2008
9.0,Davis Love III,301.3,2008
10.0,Charles Warren,301.1,2008
11.0,Anthony Kim,300.9,2008
12.0,Charley Hoffman,300.8,2008
13.0,Ángel Cabrera,300.2,2008
14.0,Harrison Frazar,299.9,2008
15.0,Jason Gore,299.7,2008
16.0,Fred Couples,299.6,2008
16.0,Travis Perkins,299.6,2008
18.0,Paul Casey,299.2,2008
19.0,Andres Romero,299.1,2008
20.0,John Merrick,299.0,2008
21.0,Brandt Jobe,298.8,2008
22.0,Jason Allred,298.6,2008
23.0,Lucas Glover,298.4,2008
24.0,Tommy Gainey,298.3,2008
25.0,Vijay Singh,297.8,2008
26.0,Jeff Overton,297.6,2008
27.0,Jason Day,297.4,2008
28.0,Stewart Cink,296.9,2008
29.0,Bill Haas,296.7,2008
